plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.12232,0.36401,6.03645,1.12072,4975.0,103.0,1845.005521235611
0.12277,0.54684,7.3511,1.23065,2422.0,87.0,1678.251335459826
0.12322,0.73627,5.36743,1.06801,8405.0,120.0,1416.701737957901
0.12344,0.43116,6.48469,1.21581,2642.0,88.0,1759.970249681117
0.12379,0.38132,9.81488,1.05475,,129.0,2198.172393200136
0.12421,0.9564,10.12767,1.20435,2397.0,89.0,1095.55409314938
0.12449,0.32269,6.14775,1.07109,9118.0,119.0,1916.328225013853
0.1248,0.12236,9.54618,1.05814,,128.0,2567.353575174771
0.12513,0.47124,11.55444,1.11632,5439.0,104.0,2133.983465031743
0.1258,0.36111,9.06564,1.16008,3846.0,96.0,2085.4197469995124
0.12609,0.80063,6.39213,1.18753,2750.0,91.0,1302.724437655526
0.12634,0.16358,11.62443,1.18161,3751.0,94.0,2666.8653066724582
0.12659,0.76649,11.05173,1.22259,2402.0,88.0,1486.902221842311
0.12688,0.54585,8.1351,1.11003,5356.0,106.0,1762.608312773454
0.12749,0.62002,9.15062,1.13891,4104.0,99.0,1694.026347498041
0.12759,0.23819,6.48277,1.16217,3724.0,95.0,1973.176867952449
0.12806,0.91399,7.0535,1.0596,9171.0,124.0,1215.389203369201
0.12829,0.79633,8.73352,1.17185,3058.0,94.0,1376.89473551328
0.12872,0.74388,10.86317,1.05397,,128.0,1600.884689566334
0.12928,0.7737,8.14972,1.23568,2207.0,86.0,1367.107737399871
0.12937,0.53304,10.54428,1.11361,5334.0,105.0,1921.466322674234
0.12992,0.61431,11.10661,1.21453,2644.0,89.0,1762.507818529865
0.13028,0.48981,6.97001,1.06535,9584.0,122.0,1766.48615099577
0.1304,0.90795,7.7393,1.13036,3898.0,100.0,1189.207159864718
0.13103,0.66638,6.9917,1.09795,5747.0,109.0,1527.87848285232
0.13128,0.85906,9.08608,1.21366,2375.0,88.0,1255.464053760094
