plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.03143,0.66929,5.19531,1.11074,7332.0,113.0,2497.8009302237533
0.03143,0.66929,5.19531,1.16777,4414.0,98.0,2467.3647433589667
0.03143,0.66929,10.78906,1.11074,8713.0,113.0,3610.15462675535
0.03178,0.50763,4.21094,1.15723,5103.0,101.0,2758.7805564833934
0.03178,0.50763,4.21094,1.20957,3632.0,92.0,2734.81792545409
0.03178,0.50763,6.99219,1.15723,5777.0,101.0,3573.0719514620114
0.03178,0.65886,6.41406,1.19434,3890.0,94.0,2725.8120157664143
0.03178,0.65886,7.13281,1.18574,4196.0,95.0,2875.4117821471023
0.03178,0.71274,6.41406,1.18574,3914.0,95.0,2491.1534686886494
0.03178,0.71274,7.13281,1.18574,3996.0,95.0,2613.9218973250518
0.03178,0.71274,7.13281,1.19434,3794.0,94.0,2610.127127348964
0.03178,0.75968,4.21094,1.15723,4302.0,100.0,1980.011865926562
0.03178,0.75968,6.99219,1.20957,3320.0,92.0,2353.874749330723
0.03213,0.3112,8.00781,1.05371,,191.0,4934.589653216358
0.03213,0.3112,8.53906,1.05371,,191.0,5149.765229476909
0.03213,0.3112,8.53906,1.18887,5763.0,96.0,5061.774302834515
0.03213,0.75099,4.52344,1.22754,2848.0,89.0,2012.4474700257479
0.03213,0.75099,10.30469,1.22988,3258.0,90.0,2857.7257974685035
0.03213,0.78228,8.00781,1.18887,3727.0,94.0,2370.271230289585
0.03213,0.78228,8.53906,1.05371,,155.0,2520.091813684072
0.03213,0.82226,4.52344,1.22988,2673.0,89.0,1772.143352463332
0.03213,0.82226,10.30469,1.22754,3022.0,90.0,2377.06119219622
0.03213,0.82226,10.30469,1.22988,2988.0,89.0,2376.140888870638
0.03248,0.37378,4.21094,1.23379,3421.0,89.0,3083.553269134803
0.03248,0.37378,9.55469,1.2002,5323.0,94.0,5043.537752770083
0.03248,0.37552,9.03906,1.09902,,119.0,4899.439720659501
0.03248,0.37552,9.03906,1.16699,6453.0,100.0,4861.1791367724545
0.03248,0.37552,9.44531,1.09902,,119.0,5046.978480752714
0.03248,0.41897,9.03906,1.09902,,119.0,4649.894351862814
0.03248,0.41897,9.44531,1.16699,6329.0,100.0,4749.020921989986
0.03248,0.91438,4.21094,1.2002,2883.0,92.0,1443.101133676869
0.03248,0.91438,9.55469,1.2002,3043.0,92.0,1709.158339051917
0.03248,0.91438,9.55469,1.23379,2562.0,88.0,1695.588449798241
0.03283,0.17735,8.08594,1.21816,5150.0,92.0,5467.596344223187
0.03283,0.17735,10.42969,1.22207,5673.0,93.0,6574.333908114717
0.03283,0.61888,5.97656,1.10996,7756.0,113.0,2790.493165139083
0.03283,0.61888,10.00781,1.11855,8059.0,110.0,3669.2187345043208
0.03283,0.638,8.08594,1.21816,3614.0,91.0,3100.2705722797564
0.03283,0.638,8.08594,1.22207,3542.0,90.0,3098.6826310761016
0.03283,0.638,10.42969,1.21816,3886.0,91.0,3587.9507500600757
0.03283,0.75968,5.97656,1.11855,6236.0,109.0,2215.8202347507495
0.03283,0.75968,10.00781,1.10996,7521.0,112.0,2778.158597735244
0.03283,0.75968,10.00781,1.11855,6855.0,109.0,2773.120960452463
0.03318,0.19126,7.60156,1.0623,,158.0,5219.896218165279
0.03318,0.19126,11.32031,1.0623,,158.0,6931.4933435821
