time,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.0,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.1,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.2,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.3,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.4,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.5,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.6,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.7,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.8,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.9
25.0,652.9641055609552,801.9666592057355,952.0574618098534,1103.540289204377,1256.844233578729,1412.59686867703,1571.74916383241,1735.813230635078,1907.368179502671,2091.16272507146
26.0,642.0522810770951,791.1572277399813,941.3509455098808,1092.938055310895,1246.346820701742,1402.207542546233,1561.469630155068,1725.647563484392,1897.323033251957,2081.250125733878
27.0,631.3757974194689,780.5624511784168,930.838564352642,1082.508947843796,1236.000791787111,1391.948374288366,1551.298012657851,1715.565953839745,1887.338088799036,2071.370468486571
28.0,620.8825215144878,770.1349383969987,920.4773914310174,1072.214791679268,1225.776165202383,1381.790766640142,1541.210461110316,1705.551153108454,1877.400045744138,2061.516478376657
29.0,610.5319841241004,759.8378349289457,910.2340214052018,1062.025949946382,1215.643643453895,1371.71198007191,1531.188393676224,1695.589039402452,1867.498547586799,2051.68249043893
30.0,600.2927189939654,749.6423097619492,900.0825961875471,1051.918897337244,1205.5815756793,1361.694371882229,1521.217335164297,1685.666525613427,1857.62558239173,2041.864094613912
31.0,590.140147715233,739.5258498590722,890.0028128230825,1041.875560518626,1195.574754390592,1351.72446832429,1511.286072161987,1675.774148631569,1847.774882060254,2032.057856365074
32.0,580.0550967965384,729.4709578145671,879.9785061987138,1031.88172087276,1185.611386205866,1341.791973455541,1501.385894388004,1665.90598856507,1837.941407984012,2022.261099960225
33.0,570.0226387443514,719.4640509120675,869.9975634807463,1021.926411214969,1175.68184614744,1331.888858555608,1491.509879216824,1656.057141548061,1828.121436471528,2012.471741309415
34.0,560.0311426685796,709.4945569818585,860.0503256300434,1012.001114471799,1165.778570705075,1322.008577816107,1481.652603312835,1646.223359661607,1818.311919411931,2002.688166059477
35.0,550.0715791739073,699.5542220871943,850.1291857296841,1002.09920138981,1155.895891745101,1312.146033315074,1471.809956400794,1636.401151538067,1808.510537374091,1992.909129111278
